POLICY_ID,POLICY_NUMBER,POLICYHOLDER_NAME,LINE_OF_BUSINESS,COVERAGE_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,PREMIUM_AMOUNT,DEDUCTIBLE_AMOUNT,COVERAGE_LIMIT,STATE,AGENCY_CODE,UNDERWRITER_ID,STATUS,CREATED_AT
POL-0002884,ENC-2026-002884,Policyholder_2884,General Liability,Medical Payments,2025-09-28,2026-08-24,41635.87,3462.7,3415550.11,VA,AGN-135,UW-027,CANCELLED,2026-04-02 09:07:05
POL-0002885,ENC-2026-002885,Policyholder_2885,General Liability,Umbrella,2026-01-29,2026-11-29,9795.8,5273.39,733511.92,PA,AGN-034,UW-019,ACTIVE,2025-11-25 17:29:05
POL-0002886,ENC-2026-002886,Policyholder_2886,Workers Compensation,Umbrella,2025-05-09,2025-09-10,23618.38,4333.33,2662939.34,GA,AGN-170,UW-024,CANCELLED,2026-04-15 10:04:05
POL-0002887,ENC-2026-002887,Policyholder_2887,Commercial Property,Comprehensive,2025-05-14,2026-04-11,6634.71,4376.41,3647262.8,MD,AGN-085,UW-028,ACTIVE,2025-12-21 12:14:05
POL-0002888,ENC-2026-002888,Policyholder_2888,Workers Compensation,Property Damage,2024-11-28,2025-08-17,41315.58,7681.52,2586868.84,PA,AGN-150,UW-024,ACTIVE,2026-03-27 22:07:05
POL-0002889,ENC-2026-002889,Policyholder_2889,General Liability,Umbrella,2025-05-27,2025-07-11,13137.73,4220.41,1487880.07,VA,AGN-086,UW-001,ACTIVE,2025-10-10 07:23:05
POL-0002890,ENC-2026-002890,Policyholder_2890,Business Owners Policy,Umbrella,2025-04-21,2025-11-14,40096.21,9358.02,1872923.12,KY,AGN-131,UW-017,ACTIVE,2026-04-16 19:29:05
POL-0002891,ENC-2026-002891,Policyholder_2891,Workers Compensation,Medical Payments,2025-12-09,2026-03-27,22627.89,8404.55,3156547.8,TN,AGN-070,UW-012,ACTIVE,2025-08-04 15:38:05
POL-0002892,ENC-2026-002892,Policyholder_2892,Business Owners Policy,Collision,2025-07-09,2025-10-07,7845.05,3062.47,2954633.45,VA,AGN-124,UW-020,ACTIVE,2025-09-27 01:59:05
POL-0002893,ENC-2026-002893,Policyholder_2893,Workers Compensation,Medical Payments,2026-04-08,2027-01-15,44689.01,6098.49,1456832.02,PA,AGN-146,UW-023,ACTIVE,2025-10-24 06:04:05
POL-0002894,ENC-2026-002894,Policyholder_2894,General Liability,Bodily Injury,2025-07-28,2025-10-20,34048.35,3573.96,2137778.93,TN,AGN-031,UW-005,ACTIVE,2025-12-08 09:24:05
POL-0002895,ENC-2026-002895,Policyholder_2895,General Liability,Collision,2025-09-11,2026-04-04,21830.83,2819.2,3684475.91,OH,AGN-097,UW-010,EXPIRED,2026-03-23 16:03:05
POL-0002896,ENC-2026-002896,Policyholder_2896,Commercial Auto,Collision,2025-11-20,2026-08-28,18342.12,8101.38,4712473.31,KY,AGN-029,UW-023,ACTIVE,2025-07-08 14:44:05
POL-0002897,ENC-2026-002897,Policyholder_2897,Commercial Property,Property Damage,2026-01-10,2026-10-21,17279.75,9613.73,1715130.43,VA,AGN-075,UW-012,EXPIRED,2025-11-24 01:40:05
POL-0002898,ENC-2026-002898,Policyholder_2898,Commercial Property,Collision,2025-04-18,2025-12-26,49609.08,9574.04,3334631.39,VA,AGN-096,UW-026,CANCELLED,2025-06-23 05:17:05
POL-0002899,ENC-2026-002899,Policyholder_2899,Business Owners Policy,Comprehensive,2025-02-25,2025-10-25,18128.01,325.84,4943136.21,IL,AGN-149,UW-003,ACTIVE,2026-05-10 04:35:05
POL-0002900,ENC-2026-002900,Policyholder_2900,Commercial Auto,Property Damage,2026-03-04,2026-08-31,18842.56,3463.88,2384168.33,KY,AGN-197,UW-006,ACTIVE,2026-04-08 00:16:05
POL-0002901,ENC-2026-002901,Policyholder_2901,General Liability,Collision,2024-09-10,2025-05-31,28021.41,8899.88,3903260.1,MD,AGN-175,UW-008,ACTIVE,2026-04-19 23:18:05
POL-0002902,ENC-2026-002902,Policyholder_2902,Business Owners Policy,Comprehensive,2025-02-19,2025-04-08,27542.92,6550.74,170996.76,IN,AGN-009,UW-012,ACTIVE,2025-11-16 03:49:05
POL-0002903,ENC-2026-002903,Policyholder_2903,Workers Compensation,Bodily Injury,2024-08-22,2024-10-31,9073.97,1827.19,1460925.57,OH,AGN-157,UW-023,ACTIVE,2026-02-16 23:18:05
POL-0002904,ENC-2026-002904,Policyholder_2904,Commercial Auto,Bodily Injury,2025-08-25,2026-01-13,25238.82,665.01,4552752.92,SC,AGN-172,UW-029,EXPIRED,2026-01-25 03:26:05
POL-0002905,ENC-2026-002905,Policyholder_2905,Commercial Property,Comprehensive,2024-07-13,2025-03-29,26848.64,2309.74,1520913.28,TN,AGN-134,UW-004,ACTIVE,2025-10-26 06:34:05
POL-0002906,ENC-2026-002906,Policyholder_2906,Workers Compensation,Bodily Injury,2025-03-08,2025-08-12,37087.84,5550.86,1529939.35,IL,AGN-024,UW-006,ACTIVE,2025-12-26 15:14:05
POL-0002907,ENC-2026-002907,Policyholder_2907,Workers Compensation,Bodily Injury,2025-03-07,2025-11-14,36532.57,4277.03,1410328.79,OH,AGN-066,UW-015,ACTIVE,2025-06-28 03:49:05
POL-0002908,ENC-2026-002908,Policyholder_2908,Business Owners Policy,Collision,2024-05-25,2024-09-17,20620.02,4562.85,3935233.13,KY,AGN-133,UW-003,ACTIVE,2025-06-09 22:26:05
POL-0002909,ENC-2026-002909,Policyholder_2909,Workers Compensation,Medical Payments,2024-12-26,2025-09-09,30664.5,1895.46,1971443.31,TN,AGN-170,UW-003,CANCELLED,2025-12-20 12:37:05
POL-0002910,ENC-2026-002910,Policyholder_2910,Business Owners Policy,Comprehensive,2024-08-09,2024-12-28,35305.34,2680.88,4061349.57,KY,AGN-112,UW-013,EXPIRED,2025-12-17 00:52:05
POL-0002911,ENC-2026-002911,Policyholder_2911,General Liability,Umbrella,2025-10-07,2026-09-16,19253.31,7990.78,3807071.74,GA,AGN-145,UW-026,ACTIVE,2025-11-14 12:12:05
POL-0002912,ENC-2026-002912,Policyholder_2912,Business Owners Policy,Property Damage,2024-08-30,2025-04-15,47957.47,1436.92,4932447.82,WV,AGN-036,UW-019,ACTIVE,2026-03-12 13:19:05
POL-0002913,ENC-2026-002913,Policyholder_2913,General Liability,Medical Payments,2024-06-29,2025-06-16,19493.58,5033.79,969407.14,OH,AGN-058,UW-015,EXPIRED,2026-02-08 13:30:05
POL-0002914,ENC-2026-002914,Policyholder_2914,Commercial Auto,Umbrella,2024-10-01,2025-03-18,35758.78,2236.59,2097684.98,PA,AGN-181,UW-029,ACTIVE,2025-09-01 10:30:05
POL-0002915,ENC-2026-002915,Policyholder_2915,Workers Compensation,Medical Payments,2024-11-28,2025-05-02,16728.97,4004.16,4010410.57,KY,AGN-173,UW-025,ACTIVE,2025-10-06 23:36:05
POL-0002916,ENC-2026-002916,Policyholder_2916,Commercial Auto,Comprehensive,2024-06-27,2025-02-02,19575.96,6850.76,317853.08,KY,AGN-087,UW-003,CANCELLED,2026-03-19 08:21:05
POL-0002917,ENC-2026-002917,Policyholder_2917,Workers Compensation,Comprehensive,2024-12-21,2025-12-19,13566.4,9689.12,4581667.81,WV,AGN-120,UW-002,ACTIVE,2025-11-18 07:55:05
POL-0002918,ENC-2026-002918,Policyholder_2918,Workers Compensation,Medical Payments,2025-08-07,2026-04-16,9289.79,849.15,797081.42,SC,AGN-131,UW-014,ACTIVE,2025-10-11 12:32:05
POL-0002919,ENC-2026-002919,Policyholder_2919,General Liability,Medical Payments,2026-01-13,2026-08-19,4599.69,5850.78,2879663.36,GA,AGN-089,UW-022,ACTIVE,2025-06-23 20:10:05
POL-0002920,ENC-2026-002920,Policyholder_2920,Commercial Property,Bodily Injury,2025-05-12,2026-01-06,11578.01,8821.46,2759284.21,OH,AGN-140,UW-003,ACTIVE,2025-07-09 12:49:05
POL-0002921,ENC-2026-002921,Policyholder_2921,Business Owners Policy,Collision,2025-10-17,2026-02-19,45002.62,4254.88,4975761.16,WV,AGN-126,UW-022,ACTIVE,2025-07-26 22:16:05
POL-0002922,ENC-2026-002922,Policyholder_2922,General Liability,Comprehensive,2026-03-08,2026-08-27,5241.53,4171.56,4604459.21,IL,AGN-130,UW-020,ACTIVE,2026-04-15 21:09:05
POL-0002923,ENC-2026-002923,Policyholder_2923,General Liability,Bodily Injury,2024-12-09,2025-01-30,30355.37,5405.26,1780380.07,SC,AGN-200,UW-027,ACTIVE,2025-12-25 02:08:05
POL-0002924,ENC-2026-002924,Policyholder_2924,Commercial Property,Medical Payments,2025-03-05,2025-10-06,42438.61,4862.54,3531287.91,KY,AGN-158,UW-020,ACTIVE,2025-10-18 17:54:05
POL-0002925,ENC-2026-002925,Policyholder_2925,Business Owners Policy,Bodily Injury,2025-07-03,2025-11-20,2714.99,9436.22,80883.46,TN,AGN-123,UW-024,ACTIVE,2025-11-19 17:47:05
POL-0002926,ENC-2026-002926,Policyholder_2926,Business Owners Policy,Bodily Injury,2026-03-15,2026-11-19,44907.57,9788.99,588238.06,GA,AGN-151,UW-015,ACTIVE,2025-12-29 10:10:05
POL-0002927,ENC-2026-002927,Policyholder_2927,Commercial Auto,Bodily Injury,2025-10-02,2026-06-24,48338.12,1761.23,1452921.65,IN,AGN-157,UW-005,ACTIVE,2025-10-10 11:46:05
POL-0002928,ENC-2026-002928,Policyholder_2928,Commercial Auto,Medical Payments,2026-01-26,2026-05-27,20208.1,671.55,1147235.61,NC,AGN-023,UW-029,ACTIVE,2025-10-26 09:40:05
POL-0002929,ENC-2026-002929,Policyholder_2929,General Liability,Medical Payments,2024-11-19,2024-12-30,22957.61,3484.63,791466.18,TN,AGN-036,UW-029,ACTIVE,2026-04-27 23:46:05
POL-0002930,ENC-2026-002930,Policyholder_2930,Commercial Property,Bodily Injury,2025-03-07,2026-02-22,23007.38,3312.33,88195.68,KY,AGN-192,UW-028,CANCELLED,2025-06-09 07:26:05
POL-0002931,ENC-2026-002931,Policyholder_2931,Commercial Property,Medical Payments,2024-12-12,2025-02-01,23386.84,991.15,401440.09,WV,AGN-022,UW-023,ACTIVE,2025-08-31 18:07:05
POL-0002932,ENC-2026-002932,Policyholder_2932,Business Owners Policy,Bodily Injury,2025-03-29,2025-12-16,40604.55,9725.43,1856628.41,VA,AGN-148,UW-026,CANCELLED,2026-01-27 22:03:05
POL-0002933,ENC-2026-002933,Policyholder_2933,Workers Compensation,Medical Payments,2025-09-01,2025-10-09,26721.4,7407.24,3519271.33,IN,AGN-108,UW-011,ACTIVE,2025-09-25 19:04:05
POL-0002934,ENC-2026-002934,Policyholder_2934,General Liability,Property Damage,2025-01-28,2025-12-21,35460.05,2465.22,782133.0,WV,AGN-102,UW-022,ACTIVE,2026-01-10 07:14:05
POL-0002935,ENC-2026-002935,Policyholder_2935,Workers Compensation,Umbrella,2024-10-31,2025-05-20,5963.26,489.36,3617683.46,PA,AGN-018,UW-028,ACTIVE,2025-06-25 18:41:05
POL-0002936,ENC-2026-002936,Policyholder_2936,Workers Compensation,Property Damage,2025-06-17,2026-04-21,2970.23,2408.24,1457944.29,KY,AGN-186,UW-008,ACTIVE,2026-01-31 07:49:05
POL-0002937,ENC-2026-002937,Policyholder_2937,Workers Compensation,Umbrella,2025-08-25,2025-09-27,15481.42,4788.26,4359025.96,OH,AGN-148,UW-027,ACTIVE,2025-08-22 11:54:05
POL-0002938,ENC-2026-002938,Policyholder_2938,Commercial Auto,Property Damage,2025-03-06,2025-08-17,32169.48,1680.54,3942134.18,OH,AGN-192,UW-009,ACTIVE,2025-10-12 19:54:05
POL-0002939,ENC-2026-002939,Policyholder_2939,Business Owners Policy,Bodily Injury,2025-10-19,2026-05-11,27814.07,6879.62,4034716.15,VA,AGN-161,UW-027,ACTIVE,2025-08-08 21:31:05
POL-0002940,ENC-2026-002940,Policyholder_2940,Business Owners Policy,Medical Payments,2026-01-21,2026-10-07,19343.77,1307.3,1924026.33,TN,AGN-096,UW-002,ACTIVE,2025-11-25 01:55:05
POL-0002941,ENC-2026-002941,Policyholder_2941,Business Owners Policy,Bodily Injury,2024-12-06,2025-05-06,2011.07,7089.09,4906107.03,SC,AGN-089,UW-024,EXPIRED,2025-11-21 02:56:05
POL-0002942,ENC-2026-002942,Policyholder_2942,General Liability,Bodily Injury,2025-04-03,2026-03-09,36014.99,967.95,2964847.15,NC,AGN-074,UW-021,ACTIVE,2025-09-12 20:28:05
POL-0002943,ENC-2026-002943,Policyholder_2943,Commercial Property,Collision,2024-08-17,2025-01-25,17844.08,7244.41,3165928.21,KY,AGN-039,UW-024,ACTIVE,2025-12-05 02:49:05
POL-0002944,ENC-2026-002944,Policyholder_2944,Commercial Auto,Collision,2025-04-13,2026-01-07,43317.71,315.39,1341750.68,WV,AGN-004,UW-016,ACTIVE,2025-08-23 00:41:05
POL-0002945,ENC-2026-002945,Policyholder_2945,General Liability,Collision,2025-02-14,2025-05-30,5977.64,6700.97,842570.17,OH,AGN-195,UW-005,ACTIVE,2025-07-05 23:37:05
POL-0002946,ENC-2026-002946,Policyholder_2946,Business Owners Policy,Property Damage,2026-02-18,2026-05-21,37105.44,507.3,3051501.45,VA,AGN-112,UW-027,ACTIVE,2026-05-24 02:20:05
POL-0002947,ENC-2026-002947,Policyholder_2947,Business Owners Policy,Property Damage,2026-02-15,2027-01-12,40821.79,905.62,2363399.2,OH,AGN-051,UW-005,ACTIVE,2025-09-11 22:36:05
POL-0002948,ENC-2026-002948,Policyholder_2948,Workers Compensation,Umbrella,2024-06-12,2024-10-06,33515.43,5357.86,2351448.66,TN,AGN-127,UW-026,ACTIVE,2026-04-30 18:44:05
POL-0002949,ENC-2026-002949,Policyholder_2949,Commercial Auto,Comprehensive,2024-06-07,2025-05-04,6907.39,9598.77,570647.05,KY,AGN-110,UW-021,ACTIVE,2025-06-23 21:23:05
POL-0002950,ENC-2026-002950,Policyholder_2950,Commercial Auto,Collision,2025-03-11,2025-09-13,10512.88,3349.86,2993399.31,NC,AGN-179,UW-026,ACTIVE,2025-08-09 23:54:05
POL-0002951,ENC-2026-002951,Policyholder_2951,Workers Compensation,Property Damage,2024-08-26,2024-12-19,48561.25,3841.85,1238782.75,IL,AGN-146,UW-030,ACTIVE,2025-06-20 06:10:05
POL-0002952,ENC-2026-002952,Policyholder_2952,Business Owners Policy,Bodily Injury,2025-07-10,2026-05-07,17909.44,724.9,1816775.97,NC,AGN-120,UW-024,ACTIVE,2026-01-08 21:28:05
POL-0002953,ENC-2026-002953,Policyholder_2953,Workers Compensation,Comprehensive,2025-02-23,2026-02-15,6472.06,1524.5,609377.96,IL,AGN-128,UW-009,ACTIVE,2025-09-07 06:43:05
POL-0002954,ENC-2026-002954,Policyholder_2954,Workers Compensation,Comprehensive,2024-11-30,2025-08-17,46461.14,6750.01,4728360.57,SC,AGN-141,UW-010,ACTIVE,2026-02-04 03:46:05
POL-0002955,ENC-2026-002955,Policyholder_2955,Business Owners Policy,Collision,2025-04-09,2025-11-22,37710.43,1980.08,765746.85,OH,AGN-021,UW-020,ACTIVE,2026-02-12 19:17:05
POL-0002956,ENC-2026-002956,Policyholder_2956,Business Owners Policy,Property Damage,2025-04-01,2025-09-08,7860.84,8146.1,604082.83,IN,AGN-146,UW-014,ACTIVE,2025-07-30 02:49:05
POL-0002957,ENC-2026-002957,Policyholder_2957,Commercial Property,Bodily Injury,2025-09-22,2026-04-29,31542.12,2641.83,2797809.6,GA,AGN-056,UW-002,ACTIVE,2025-12-12 00:36:05
POL-0002958,ENC-2026-002958,Policyholder_2958,Commercial Auto,Medical Payments,2024-10-29,2025-02-03,11991.07,3461.88,1690839.97,NC,AGN-177,UW-006,ACTIVE,2026-04-28 16:23:05
POL-0002959,ENC-2026-002959,Policyholder_2959,Commercial Auto,Medical Payments,2024-06-03,2024-11-21,24262.7,1457.93,972167.96,WV,AGN-104,UW-019,ACTIVE,2025-06-19 02:49:05
POL-0002960,ENC-2026-002960,Policyholder_2960,General Liability,Comprehensive,2025-07-02,2026-02-05,48690.95,8056.27,730352.23,VA,AGN-022,UW-015,ACTIVE,2025-06-29 06:29:05
POL-0002961,ENC-2026-002961,Policyholder_2961,Commercial Property,Bodily Injury,2025-02-08,2025-08-28,28599.07,2949.8,3620044.42,TN,AGN-096,UW-027,EXPIRED,2025-06-30 00:58:05
POL-0002962,ENC-2026-002962,Policyholder_2962,Commercial Auto,Umbrella,2025-06-06,2025-12-19,24384.54,8489.06,440444.13,PA,AGN-053,UW-003,EXPIRED,2026-03-21 23:42:05
POL-0002963,ENC-2026-002963,Policyholder_2963,General Liability,Medical Payments,2025-09-21,2026-03-24,12757.94,9268.68,428632.51,IL,AGN-085,UW-016,ACTIVE,2025-11-26 19:07:05
POL-0002964,ENC-2026-002964,Policyholder_2964,Commercial Auto,Bodily Injury,2024-09-01,2024-12-12,2983.11,2898.82,221465.22,VA,AGN-098,UW-019,CANCELLED,2025-05-31 09:33:05
POL-0002965,ENC-2026-002965,Policyholder_2965,General Liability,Comprehensive,2024-07-05,2025-01-31,13200.81,2194.81,547078.82,GA,AGN-097,UW-029,EXPIRED,2025-10-02 20:10:05
POL-0002966,ENC-2026-002966,Policyholder_2966,Commercial Property,Collision,2024-11-08,2025-09-08,28845.19,2904.69,3881353.09,MD,AGN-165,UW-030,ACTIVE,2026-01-06 12:10:05
POL-0002967,ENC-2026-002967,Policyholder_2967,Commercial Property,Property Damage,2026-01-07,2026-03-08,15342.18,8616.55,3908632.98,MD,AGN-122,UW-009,ACTIVE,2025-07-11 14:39:05
POL-0002968,ENC-2026-002968,Policyholder_2968,Commercial Property,Property Damage,2025-07-14,2026-06-08,42614.63,8047.04,2549403.28,SC,AGN-158,UW-014,ACTIVE,2025-07-17 01:20:05
POL-0002969,ENC-2026-002969,Policyholder_2969,Business Owners Policy,Bodily Injury,2025-12-30,2026-05-18,18800.69,9718.52,1638749.61,GA,AGN-079,UW-026,EXPIRED,2025-09-10 00:57:05
POL-0002970,ENC-2026-002970,Policyholder_2970,Commercial Auto,Property Damage,2026-01-12,2026-03-28,42827.01,3170.79,1878684.89,OH,AGN-165,UW-003,ACTIVE,2025-10-27 11:08:05
POL-0002971,ENC-2026-002971,Policyholder_2971,Workers Compensation,Medical Payments,2025-11-11,2026-06-25,14549.7,9894.14,66070.14,WV,AGN-032,UW-027,ACTIVE,2026-01-27 10:16:05
POL-0002972,ENC-2026-002972,Policyholder_2972,General Liability,Bodily Injury,2025-08-12,2026-03-29,33348.76,5803.76,69631.81,IN,AGN-193,UW-015,ACTIVE,2026-01-18 23:43:05
POL-0002973,ENC-2026-002973,Policyholder_2973,Commercial Property,Comprehensive,2025-09-03,2026-02-21,46332.95,8373.7,1332980.82,SC,AGN-013,UW-024,ACTIVE,2025-06-21 19:35:05
POL-0002974,ENC-2026-002974,Policyholder_2974,Business Owners Policy,Property Damage,2026-03-05,2026-08-09,3047.83,5886.38,3880263.4,IN,AGN-101,UW-007,EXPIRED,2025-12-04 16:57:05
POL-0002975,ENC-2026-002975,Policyholder_2975,Commercial Property,Umbrella,2025-08-03,2026-07-22,9277.4,9148.15,869016.45,SC,AGN-028,UW-016,ACTIVE,2025-12-03 08:57:05
POL-0002976,ENC-2026-002976,Policyholder_2976,Business Owners Policy,Medical Payments,2025-03-29,2026-01-16,22088.07,6728.46,475175.41,IL,AGN-086,UW-009,ACTIVE,2026-03-24 14:48:05
POL-0002977,ENC-2026-002977,Policyholder_2977,Workers Compensation,Umbrella,2024-06-04,2024-10-12,40279.14,1619.66,1735693.32,MD,AGN-018,UW-011,ACTIVE,2025-10-16 22:13:05
POL-0002978,ENC-2026-002978,Policyholder_2978,Business Owners Policy,Property Damage,2025-06-02,2026-04-10,33515.65,7338.51,2766581.1,MD,AGN-016,UW-023,ACTIVE,2025-12-08 15:14:05
POL-0002979,ENC-2026-002979,Policyholder_2979,Commercial Property,Comprehensive,2025-06-18,2026-05-17,43207.96,6520.47,558087.99,PA,AGN-041,UW-019,ACTIVE,2025-07-31 01:44:05
POL-0002980,ENC-2026-002980,Policyholder_2980,Workers Compensation,Property Damage,2024-11-26,2025-02-21,37678.44,2359.89,2590485.57,KY,AGN-178,UW-023,ACTIVE,2025-11-03 02:24:05
POL-0002981,ENC-2026-002981,Policyholder_2981,General Liability,Collision,2025-10-13,2026-09-05,16411.65,305.79,647496.13,WV,AGN-182,UW-001,ACTIVE,2026-03-31 06:42:05
POL-0002982,ENC-2026-002982,Policyholder_2982,Business Owners Policy,Umbrella,2026-03-13,2026-06-28,15484.94,3245.43,3110439.87,GA,AGN-132,UW-017,ACTIVE,2025-11-06 08:38:05
POL-0002983,ENC-2026-002983,Policyholder_2983,Business Owners Policy,Bodily Injury,2024-07-25,2025-01-23,23435.88,9410.08,3019296.48,VA,AGN-170,UW-013,ACTIVE,2025-10-02 23:41:05
POL-0002984,ENC-2026-002984,Policyholder_2984,Workers Compensation,Medical Payments,2024-08-12,2024-11-02,34845.51,5872.96,4980913.08,KY,AGN-049,UW-026,EXPIRED,2026-03-09 21:54:05
POL-0002985,ENC-2026-002985,Policyholder_2985,Commercial Property,Property Damage,2024-09-29,2025-09-29,9939.06,5294.48,4419211.42,VA,AGN-027,UW-012,ACTIVE,2025-10-31 03:12:05
POL-0002986,ENC-2026-002986,Policyholder_2986,Business Owners Policy,Medical Payments,2025-11-02,2026-04-01,46737.27,9735.25,3649966.99,WV,AGN-186,UW-029,ACTIVE,2026-01-17 08:50:05
POL-0002987,ENC-2026-002987,Policyholder_2987,General Liability,Bodily Injury,2025-03-19,2025-12-18,996.37,1609.52,1272140.28,PA,AGN-041,UW-008,CANCELLED,2025-08-24 07:33:05
POL-0002988,ENC-2026-002988,Policyholder_2988,Commercial Property,Medical Payments,2026-03-16,2026-11-30,38751.52,6286.03,3672118.2,SC,AGN-163,UW-030,ACTIVE,2025-06-20 23:24:05
POL-0002989,ENC-2026-002989,Policyholder_2989,Commercial Auto,Umbrella,2024-10-24,2025-08-02,20059.38,4830.22,306454.5,GA,AGN-180,UW-029,ACTIVE,2025-09-12 05:06:05
POL-0002990,ENC-2026-002990,Policyholder_2990,Workers Compensation,Bodily Injury,2025-12-09,2026-02-15,39777.84,8467.67,306207.22,VA,AGN-056,UW-023,ACTIVE,2026-05-07 09:07:05
POL-0002991,ENC-2026-002991,Policyholder_2991,Business Owners Policy,Umbrella,2026-02-10,2026-03-21,43215.72,9673.66,765972.36,TN,AGN-036,UW-012,ACTIVE,2026-01-04 15:34:05
POL-0002992,ENC-2026-002992,Policyholder_2992,Commercial Auto,Umbrella,2025-05-06,2025-10-31,40635.73,9890.68,2983423.04,VA,AGN-152,UW-006,CANCELLED,2025-09-19 07:13:05
POL-0002993,ENC-2026-002993,Policyholder_2993,General Liability,Bodily Injury,2025-08-29,2026-07-22,27999.78,1258.13,2779093.13,GA,AGN-148,UW-007,ACTIVE,2025-11-11 00:49:05
POL-0002994,ENC-2026-002994,Policyholder_2994,Commercial Auto,Comprehensive,2024-06-08,2025-05-24,32720.04,5280.74,2416615.07,IL,AGN-011,UW-009,ACTIVE,2026-02-22 00:05:05
POL-0002995,ENC-2026-002995,Policyholder_2995,Commercial Auto,Umbrella,2025-08-31,2026-03-29,11933.76,5330.38,3030321.25,MD,AGN-061,UW-003,EXPIRED,2026-04-13 21:34:05
POL-0002996,ENC-2026-002996,Policyholder_2996,Commercial Property,Umbrella,2024-05-27,2025-04-18,9962.87,2682.1,3550189.04,IL,AGN-015,UW-012,ACTIVE,2026-05-22 05:07:05
POL-0002997,ENC-2026-002997,Policyholder_2997,Workers Compensation,Property Damage,2024-06-23,2024-07-24,36299.11,5627.89,3882916.7,PA,AGN-145,UW-010,ACTIVE,2025-06-22 02:22:05
POL-0002998,ENC-2026-002998,Policyholder_2998,Workers Compensation,Collision,2024-08-07,2025-03-29,19205.3,4307.45,4793049.15,WV,AGN-197,UW-003,ACTIVE,2026-01-24 03:02:05
POL-0002999,ENC-2026-002999,Policyholder_2999,Workers Compensation,Property Damage,2026-04-14,2026-10-27,30738.93,8276.26,2784602.55,IL,AGN-092,UW-009,EXPIRED,2026-02-27 15:04:05
POL-0003000,ENC-2026-003000,Policyholder_3000,Commercial Property,Bodily Injury,2025-04-11,2026-03-05,40948.02,8288.56,3554511.07,IL,AGN-084,UW-020,ACTIVE,2026-04-21 09:43:05
POL-0003001,ENC-2026-003001,Policyholder_3001,Workers Compensation,Property Damage,2026-01-17,2026-12-10,46075.59,7113.99,4587819.12,OH,AGN-153,UW-014,ACTIVE,2025-09-13 11:40:05
POL-0003002,ENC-2026-003002,Policyholder_3002,Commercial Auto,Bodily Injury,2026-01-06,2026-06-02,20394.19,3715.95,3046760.81,KY,AGN-188,UW-001,EXPIRED,2026-01-17 18:30:05
POL-0003003,ENC-2026-003003,Policyholder_3003,General Liability,Bodily Injury,2025-08-25,2026-06-05,12244.27,1559.5,4337554.53,TN,AGN-129,UW-026,CANCELLED,2025-09-29 19:16:05
POL-0003004,ENC-2026-003004,Policyholder_3004,Business Owners Policy,Property Damage,2025-10-04,2026-01-30,7426.42,1031.74,362484.79,GA,AGN-160,UW-021,ACTIVE,2025-08-07 13:39:05
POL-0003005,ENC-2026-003005,Policyholder_3005,Workers Compensation,Bodily Injury,2025-06-15,2026-02-26,47733.78,1420.05,4520631.82,TN,AGN-192,UW-011,ACTIVE,2025-08-01 07:46:05
POL-0003006,ENC-2026-003006,Policyholder_3006,Workers Compensation,Comprehensive,2024-12-02,2025-04-22,42142.5,2256.98,4953135.04,IN,AGN-005,UW-018,ACTIVE,2025-09-10 08:51:05
POL-0003007,ENC-2026-003007,Policyholder_3007,Workers Compensation,Comprehensive,2025-08-22,2025-10-18,44486.7,6814.99,180417.34,VA,AGN-137,UW-004,CANCELLED,2025-09-07 20:46:05
POL-0003008,ENC-2026-003008,Policyholder_3008,Workers Compensation,Umbrella,2025-02-22,2025-08-23,5087.64,614.99,270435.33,IN,AGN-129,UW-005,ACTIVE,2025-12-21 18:16:05
